Date,DHLn.DE,PERP.PA,NDAFI.HE,AIRP.PA,IBE.MC,SIEGn.DE,SAN.MC,VOWG_p.DE,SAPG.DE,CRDI.MI,AD.AS,BNPP.PA,DTEGn.DE,SASY.PA,ESLX.PA,ASML.AS,DB1Gn.DE,ADYEN.AS,STLAM.MI,IFXGn.DE,NOKIA.HE,BBVA.MC,ALVG.DE,SAF.PA,OREP.PA,SGEF.PA,HRMS.PA,BMWG.DE,TTEF.PA,ENI.MI,WLSNc.AS,PRTP.PA,BAYGn.DE,BASFn.DE,ENEI.MI,PRX.AS,AIR.PA,SCHN.PA,MUVGn.DE,DANO.PA,RACE.MI,LVMH.PA,MBGn.DE,AXAF.PA,INGA.AS,ITX.MC,ISP.MI,ADSGn.DE,SGOB.PA,ABI.BR
2023-07-19,45.785,199.4,10.23,143.83637801999998,10.643912518512986,148.46,3.498,123.76,128.0,21.975,30.825,57.96,19.482,95.93,174.88,651.9,165.25,1562.8,16.59,37.4,3.5265,7.104,210.6,139.0,406.3,106.86,1882.2,107.2,52.32,13.43,112.9,530.4,51.36,47.07,6.275,31.138756,133.53879168,157.86,332.5,55.55,288.2,850.4,71.89,26.635,13.08,34.22,2.492,172.3,57.87,52.0
2023-07-20,46.28,199.4,10.272,145.8181964,10.82496385051992,151.4,3.525,124.06,126.38,22.205,31.395,58.05,19.628,98.26,176.56,620.1,167.05,1557.0,16.66,36.74,3.553,7.194,214.35,141.46,401.0,108.24,1879.6,107.68,53.3,13.54,112.8,541.4,52.16,47.675,6.294,30.7396,133.7773248,160.3,338.1,56.04,286.0,854.0,71.56,27.345,13.176,34.38,2.522,171.0,58.44,52.62
2023-07-21,46.365,201.8,10.354,146.25456008,10.982192638841735,151.6,3.5285,124.92,121.08,22.205,31.525,58.01,19.668,98.61,178.5,625.5,167.25,1545.4,16.51,36.895,3.5825,7.126,214.6,141.72,411.15,108.02,1915.0,107.58,53.99,13.64,113.3,541.3,51.94,47.47,6.336,30.611136,133.677936,162.58,341.5,56.58,286.7,867.9,71.2,27.7,13.274,34.8,2.531,172.7,58.36,52.7
2023-07-24,46.29,201.2,10.37,146.16365098,10.929783042734464,151.1,3.52,125.6,119.78,22.38,31.46,58.37,19.894,98.17,176.0,615.7,166.75,1566.6,16.776,36.825,3.586,7.118,215.25,143.08,407.6,107.68,1897.4,108.6,54.79,13.808,112.75,532.6,51.49,47.33,6.195,30.94606,135.52656768,162.92,340.6,56.29,287.0,857.6,71.4,27.775,13.312,34.49,2.536,174.8,58.41,52.7
2023-07-25,46.03,201.7,10.446,145.8181964,10.882137955364216,151.8,3.538,125.28,120.4,22.49,31.355,58.59,19.802,97.62,177.28,628.4,167.75,1551.4,16.786,37.345,3.5935,7.13,216.1,144.82,409.95,107.78,1897.0,108.42,54.34,13.71,112.45,531.7,51.73,47.615,6.197,31.537911999999995,132.20698176000002,163.5,342.0,56.76,287.1,854.0,71.22,27.745,13.28,34.0,2.539,181.5,58.79,52.92
2023-07-26,45.58,200.2,10.228,143.83637801999998,10.891666972838266,150.88,3.649,123.5,119.34,22.555,31.455,58.12,19.572,96.41,173.0,617.4,169.55,1544.2,17.23,36.86,3.584,7.112,215.8,145.26,407.05,106.94,1852.4,107.16,53.86,13.59,112.35,522.0,51.52,47.3,6.22,31.395684000000003,132.36600384000002,160.22,343.5,55.9,286.1,810.0,69.96,27.68,13.1,34.13,2.539,177.48,58.54,52.84
2023-07-27,46.89,202.8,10.296,147.23637836,10.972663621367685,155.68,3.708,120.96,123.3,22.59,31.74,59.85,19.8,97.75,178.02,652.8,174.2,1601.2,18.148,38.91,3.586,7.22,218.85,147.7,412.65,108.38,1935.2,109.96,54.32,13.73,114.5,537.4,52.28,47.9,6.311,31.909539999999996,130.199328,164.38,348.7,56.2,291.8,840.3,72.72,28.07,13.214,34.75,2.573,182.1,61.22,53.47
2023-07-28,46.87,202.9,10.266,148.8181967,10.901195990312313,154.28,3.6775,121.28,123.58,22.435,31.81,60.18,19.904,94.96,180.44,653.0,176.3,1674.0,18.58,39.375,3.5935,7.332,219.3,150.46,420.85,107.84,2011.5,111.28,54.44,13.658,114.65,531.2,52.4,49.385,6.275,33.327232,132.60453696,162.14,349.3,56.43,292.2,841.2,73.56,28.18,13.248,34.71,2.6095,185.14,61.46,53.52
2023-07-31,46.72,200.6,10.306,148.50910576,10.820199341782898,154.98,3.6835,120.56,124.4,23.0,31.385,60.02,19.842,97.09,182.94,652.2,174.3,1689.8,18.644,40.0,3.578,7.21,217.4,150.96,423.2,106.78,2016.5,110.86,55.26,13.884,114.2,523.6,53.14,48.77,6.272,33.047364,133.16111424,162.04,342.6,55.53,291.4,848.1,72.64,27.97,13.28,34.81,2.629,184.0,61.48,52.05
2023-08-01,44.295,199.75,10.204,147.29092382000002,10.63914800977596,150.46,3.599,120.0,124.06,22.62,31.47,58.9,19.664,96.58,178.58,644.6,170.7,1648.6,18.294,39.315,3.5715,7.0,215.9,147.16,416.05,104.82,1977.4,104.88,54.61,13.776,113.4,518.4,52.97,48.66,6.21,32.813376,130.9944384,160.66,342.9,55.29,289.9,829.0,70.92,27.78,13.25,34.34,2.609,182.42,61.31,51.52
2023-08-02,43.44,197.65,10.07,145.40001454,10.40092257292473,147.82,3.5275,119.06,122.4,22.285,31.325,57.61,19.174,94.87,175.82,628.9,168.9,1608.0,18.056,38.475,3.5725,6.878,211.75,145.86,413.95,102.4,1951.0,105.26,53.11,13.534,112.5,511.0,52.0,47.75,6.076,31.501208,130.95468287999998,162.12,338.7,55.38,289.0,813.5,71.05,27.365,13.06,33.48,2.563,178.66,61.32,51.06
2023-08-03,43.975,195.9,10.076,143.5454689,10.24369378460292,146.26,3.5855,118.84,120.88,22.24,30.695,58.29,18.942,92.22,174.78,619.3,169.05,1563.2,17.892,34.885,3.5395,6.872,211.5,144.64,412.15,100.98,1923.2,102.98,54.1,13.666,111.55,510.0,51.59,47.19,6.006,31.95542,129.62287296,159.94,338.1,54.5,288.1,811.2,71.16,26.915,13.26,33.4,2.5455,179.5,60.83,51.72
2023-08-04,44.17,195.8,10.174,144.56365082,10.281809854499116,148.84,3.6085,118.58,121.56,22.33,30.73,59.29,18.852,93.92,174.84,621.1,169.75,1582.8,17.858,34.25,3.5605,6.924,214.0,146.26,411.85,101.98,1927.0,104.08,55.57,13.724,112.25,514.5,51.62,47.13,5.943,31.606732,130.0005504,160.96,342.0,54.2,285.4,816.0,71.5,27.455,13.45,33.64,2.5435,181.26,61.31,51.75
2023-08-07,43.945,195.7,10.24,145.10910542,10.257987310813993,148.38,3.621,118.32,122.82,22.625,31.08,59.55,18.788,94.27,175.52,625.2,168.8,1573.4,17.804,34.64,3.541,6.968,215.05,147.82,408.4,102.76,1916.0,103.74,55.43,13.678,113.0,517.9,52.37,47.165,5.932,30.822184000000004,130.31859456,160.88,343.0,54.47,281.9,817.4,71.4,27.645,13.198,33.18,2.56,179.42,61.22,51.31
2023-08-08,43.305,196.05,10.06,144.85455994,10.324690433132337,145.68,3.523,116.42,122.18,21.28,31.375,57.76,18.556,95.48,174.36,614.8,168.5,1555.8,17.554,33.52,3.5335,6.834,212.65,147.3,405.3,102.6,1897.0,101.86,55.16,13.626,113.3,514.6,52.32,46.425,5.923,30.3955,129.702384,158.98,342.9,54.51,282.6,807.2,70.28,27.325,12.922,33.2,2.338,175.66,60.96,51.3
2023-08-09,43.515,196.8,10.2,146.01819642,10.291338871973165,146.48,3.5495,116.88,123.22,22.21,31.16,58.55,18.882,96.59,175.52,614.1,169.55,1562.0,17.396,34.01,3.5635,6.91,214.5,148.02,406.8,103.02,1899.4,101.36,57.04,14.068,113.15,517.0,52.02,46.56,6.007,30.441379999999995,130.87517184,160.68,345.1,54.91,282.7,807.0,69.5,27.66,12.966,33.47,2.3925,177.18,60.91,51.29
2023-08-10,44.315,200.9,10.398,148.30910573999998,10.42950962534688,139.46,3.6475,117.68,125.7,22.35,31.275,60.3,18.888,97.86,178.16,624.2,171.4,1596.8,17.45,34.435,3.606,7.166,225.0,148.44,419.1,104.16,1960.2,101.9,57.82,14.126,113.3,528.4,52.69,47.375,6.096,31.134168,131.23297151999998,160.52,352.9,55.06,288.5,834.7,70.33,28.165,13.268,33.82,2.438,182.44,60.89,51.93
2023-08-11,43.65,196.4,10.27,146.92728742,10.41998060787283,137.42,3.5925,117.0,125.2,22.15,30.745,59.55,18.786,97.07,175.3,605.7,169.25,1558.0,16.85,33.355,3.539,7.18,223.25,147.16,412.3,103.6,1924.8,99.99,57.17,14.048,112.35,517.1,52.57,46.76,6.006,29.950464,129.94091712,159.34,347.2,54.53,285.2,820.4,69.11,27.84,13.098,33.3,2.4395,177.94,61.0,51.16
2023-08-14,43.85,198.25,10.256,147.96365115999998,10.36757101176556,138.72,3.5965,116.9,127.14,22.32,30.66,59.68,19.012,97.61,176.14,605.2,169.9,1557.6,16.898,33.465,3.5515,7.202,224.3,147.66,415.5,103.48,1928.4,100.1,56.58,14.014,112.6,514.0,52.71,46.36,6.054,29.977992,129.84152831999998,160.04,350.2,54.91,288.1,816.2,68.84,27.955,13.09,33.56,2.445,178.2,61.08,51.48
2023-08-15,43.56,195.8,10.13,146.89092378,10.1436391011254,137.66,3.567,115.74,126.18,,30.61,58.78,18.964,96.93,175.18,600.5,168.5,1496.2,,32.945,3.49,7.112,221.25,146.22,408.5,102.76,1909.8,99.21,56.1,,111.95,508.9,51.87,45.645,,29.964228,128.15191872,158.34,349.1,53.9,,804.1,68.13,27.535,13.006,33.55,,179.74,60.71,50.89
2023-08-16,43.565,195.8,10.1,146.87274196,10.205577714706722,138.12,3.5565,115.1,127.12,21.875,30.38,58.48,19.02,96.33,174.9,602.0,167.4,1472.4,16.668,32.91,3.47,7.09,221.75,146.22,407.75,102.4,1927.2,99.76,56.32,13.93,111.2,506.7,51.0,45.71,5.953,29.280616,127.89350784000001,158.36,353.4,53.73,289.3,802.9,68.28,27.41,12.97,33.89,2.429,185.08,60.92,50.73
2023-08-17,43.32,192.4,10.094,146.0909237,10.067406961333008,135.82,3.557,114.7,123.9,21.78,30.4,58.62,19.014,97.67,173.8,592.7,163.85,898.4,16.476,32.165,3.496,7.078,221.95,144.74,402.65,101.58,1875.0,99.1,56.76,13.974,109.4,498.3,51.33,45.74,5.884,29.647656,126.80023104,154.64,357.9,53.26,284.2,785.1,67.52,27.465,13.0,34.0,2.4195,185.0,59.88,51.0
2023-08-18,42.905,192.55,10.044,146.03637823999998,10.124581066177305,134.4,3.5515,114.46,124.18,21.58,30.535,58.22,19.008,98.0,173.5,598.2,162.95,872.0,16.354,31.995,3.5035,7.06,221.15,143.42,398.2,101.0,1862.6,98.25,57.01,14.034,109.1,492.6,50.32,45.555,5.924,29.266852,125.9256096,154.32,355.3,53.19,279.6,776.9,67.02,27.175,12.922,33.99,2.411,183.6,59.25,51.11
2023-08-21,42.945,192.5,10.052,145.49092363999998,10.10075852249218,134.92,3.561,114.4,124.98,21.89,30.61,58.34,19.096,98.65,174.94,599.7,161.5,797.0,16.644,32.13,3.5,7.096,220.8,144.72,398.0,100.88,1874.0,99.24,57.59,14.09,109.05,498.5,50.13,45.625,5.924,28.922752,127.33693056,154.86,355.8,53.06,285.9,783.9,67.54,27.195,12.988,34.11,2.439,183.74,59.05,51.37
2023-08-22,43.145,191.2,10.074,146.25456008,10.176990662284574,136.9,3.5765,114.42,127.6,22.02,30.275,58.55,19.096,99.61,176.56,619.3,162.0,785.0,16.716,33.0,3.5425,7.128,221.1,145.54,396.3,101.4,1885.2,99.7,57.98,14.114,107.35,501.4,50.19,45.86,5.989,28.973219999999998,128.15191872,155.98,353.2,52.63,287.3,790.2,67.79,27.33,13.056,34.49,2.4595,184.0,59.29,51.63
2023-08-23,42.73,191.7,9.988,147.12728744,10.33898395934341,137.0,3.534,113.74,128.88,21.92,29.73,58.51,19.308,98.97,174.58,625.4,163.2,798.3,16.734,32.87,3.5385,7.078,221.75,146.66,401.3,101.48,1902.8,98.43,56.97,14.074,109.0,499.1,50.28,45.515,6.063,29.147564,129.22531776,157.08,353.3,52.9,287.2,790.4,67.54,27.41,13.08,34.15,2.455,177.92,58.71,52.13
2023-08-24,42.21,191.8,9.888,147.9091057,10.343748468080436,135.6,3.536,112.18,126.02,21.455,29.925,58.44,19.154,98.13,173.98,603.6,163.75,763.7,16.546,32.05,3.5135,7.172,222.4,145.24,400.35,101.54,1878.4,96.78,57.17,14.128,109.55,490.0,49.89,45.135,6.074,28.853932,128.52959615999998,155.9,356.2,53.26,285.7,783.7,66.99,27.395,13.15,33.99,2.448,176.24,58.05,52.19
2023-08-25,42.185,193.2,9.907,148.03637844,10.448567660294977,136.4,3.538,112.1,126.16,21.75,30.06,58.31,19.256,98.71,174.04,594.2,163.0,765.0,16.72,31.975,3.4965,7.15,222.1,145.1,401.45,102.34,1883.2,96.51,57.32,14.154,109.5,487.6,50.05,45.025,6.109,28.688764,129.08617343999998,156.52,355.5,53.51,286.8,785.3,67.0,27.395,13.152,34.21,2.4495,176.44,58.04,52.25
2023-08-28,42.69,194.4,10.096,150.2727423,10.54385783503547,138.0,3.6425,112.92,127.86,22.17,30.31,59.5,19.462,99.28,176.12,606.5,164.2,786.6,16.932,32.6,3.5515,7.278,224.7,147.68,405.2,103.84,1917.6,96.6,57.89,14.298,110.55,494.4,50.38,45.4,6.13,29.427432,131.43174912,158.86,356.0,53.78,289.0,798.5,67.43,27.71,13.358,34.96,2.477,177.8,58.98,52.82
2023-08-29,43.045,195.65,10.172,150.47274232,10.715380149568354,140.08,3.6315,113.72,128.8,22.6,30.37,59.9,19.562,99.67,176.4,613.0,164.35,773.4,17.22,33.22,3.652,7.35,225.5,148.32,409.15,103.78,1937.8,97.58,57.86,14.356,110.4,499.0,50.67,45.98,6.207,29.808235999999997,131.74979328,160.44,358.7,53.67,293.1,810.0,67.83,27.93,13.408,35.24,2.4925,181.52,59.37,52.82
2023-08-30,43.1,194.3,10.206,151.12728784,10.467625695243076,138.3,3.6285,113.42,128.84,22.7,30.14,59.88,19.548,99.2,174.74,610.7,164.25,767.0,17.166,33.01,3.655,7.394,225.1,148.88,410.1,103.48,1931.4,97.26,57.94,14.368,111.85,498.3,50.41,46.25,6.185,28.954867999999998,133.02196992,159.86,357.8,53.96,294.2,804.0,67.51,27.87,13.388,35.32,2.502,183.44,59.64,53.02
2023-08-31,43.085,181.2,10.118,151.69092426,10.443803151557955,138.88,3.602,113.04,128.82,22.565,30.175,59.71,19.742,98.64,173.9,607.9,163.85,772.5,17.176,33.015,3.687,7.266,224.35,148.3,405.8,102.96,1900.8,97.17,58.07,14.284,111.2,494.2,50.54,46.79,6.21,29.262264,134.55255744,158.58,358.2,53.83,293.0,782.2,67.54,27.775,13.1,35.36,2.472,184.42,60.16,52.5
2023-09-01,42.865,181.4,10.104,152.01819702,10.329454941869361,137.5,3.5195,108.32,128.2,22.345,30.39,59.59,19.726,98.61,174.18,611.7,164.45,776.9,16.8,32.875,3.712,7.264,224.25,146.06,405.2,102.72,1885.8,94.2,58.89,14.538,112.05,488.8,50.87,46.885,6.156,29.656831999999998,133.04184768000002,157.44,357.1,53.76,284.2,775.8,65.86,27.85,13.05,35.0,2.4595,184.46,60.25,51.96
2023-09-04,42.145,181.0,10.132,151.32728786,10.229400258391845,138.14,3.515,108.3,128.0,22.43,30.37,59.44,19.656,98.03,175.32,616.8,162.95,790.4,16.816,33.165,3.7255,7.288,223.3,146.08,405.75,102.78,1882.4,94.48,58.72,14.602,111.4,490.55,50.64,46.615,6.149,29.826588,133.35989184000002,157.26,355.2,53.37,283.5,772.6,66.5,27.725,12.97,34.95,2.4545,185.86,58.36,51.37
2023-09-05,41.165,179.1,10.224,148.89092398,10.138874592388378,137.96,3.503,108.48,128.26,22.035,28.525,59.39,19.868,99.03,174.2,619.4,162.55,781.3,16.906,32.85,3.7505,7.156,221.95,145.7,403.85,102.1,1868.2,96.53,59.9,14.834,112.0,479.8,50.65,45.885,6.133,29.822,133.2803808,156.72,357.1,52.79,285.2,759.1,66.91,27.835,12.996,35.42,2.4465,182.88,57.59,51.85
2023-09-06,41.24,176.6,10.18,149.69092406,10.186519679758623,137.26,3.407,107.5,128.96,20.935,28.72,58.6,19.942,98.24,172.22,616.8,161.55,762.9,16.92,33.07,3.7695,7.02,221.25,146.04,398.2,102.36,1833.4,96.3,59.51,14.792,112.4,468.7,50.12,45.805,6.103,30.00552,133.12135872,157.74,358.1,52.73,280.8,731.5,66.24,27.585,12.892,35.28,2.3915,181.96,57.71,52.46
2023-09-07,41.15,174.45,10.086,150.56365142,10.348512976817458,136.46,3.376,105.76,130.26,20.71,28.88,58.57,20.015,99.68,173.36,593.5,161.45,742.7,16.952,32.2,3.7845,6.944,221.25,148.46,398.4,102.5,1834.4,95.03,59.88,14.74,113.7,462.85,50.24,45.115,6.209,29.078744,135.58620095999999,156.98,360.8,53.22,278.8,724.1,65.3,27.53,12.722,35.07,2.385,176.08,57.28,52.48
2023-09-08,41.205,174.5,10.096,150.43637868,10.396158064187706,137.12,3.408,107.06,131.48,20.745,28.92,58.43,20.14,100.34,173.34,586.7,163.1,738.9,17.0,32.2,3.759,6.97,222.25,148.54,404.25,102.96,1849.4,95.62,60.38,14.798,114.15,469.7,50.19,44.48,6.191,28.941104,134.61219072,157.12,363.0,53.57,279.3,740.0,65.83,27.705,12.73,35.29,2.4135,175.98,57.37,52.42
2023-09-11,41.4,173.4,10.106,151.60001516,10.30563239818424,136.98,3.434,108.06,128.9,21.1,28.9,59.51,20.43,101.82,174.24,577.4,163.7,720.0,17.376,32.24,3.764,7.07,224.75,150.08,407.15,103.58,1855.6,96.53,60.74,15.052,113.5,468.15,51.2,44.995,6.21,29.500839999999997,132.84307008,157.4,369.3,54.2,280.4,742.2,66.23,27.955,12.846,35.8,2.48,177.84,57.37,52.84
2023-09-12,41.13,171.55,10.072,150.0909241,10.29610338071019,135.92,3.446,109.0,126.6,21.17,28.98,59.87,20.54,101.68,173.8,577.2,164.0,709.5,17.826,32.48,3.75,7.092,226.8,149.12,401.3,105.16,1836.2,96.62,61.29,15.102,113.2,463.7,50.67,44.28,6.199,29.693535999999998,129.68250623999998,156.64,373.2,53.53,279.3,734.4,66.91,28.145,12.894,35.79,2.4755,174.44,56.99,52.45
2023-09-13,40.9,171.85,10.04,149.41819676,10.27704534576209,134.14,3.454,109.06,126.54,21.2,28.775,59.89,20.475,101.5,173.92,574.7,163.4,700.0,17.768,32.31,3.7135,7.118,227.35,148.5,397.5,104.02,1836.2,97.34,61.23,15.122,114.1,461.85,48.325,44.325,6.126,29.441196,129.72226176,153.38,371.8,53.2,278.2,729.6,66.85,28.58,12.87,35.62,2.4625,171.1,56.21,52.2
2023-09-14,41.705,171.4,10.174,150.909106,10.486683730191173,136.38,3.5255,108.64,127.4,21.705,28.81,61.3,20.72,102.42,176.24,582.0,163.35,702.8,17.574,32.745,3.746,7.244,231.5,150.6,402.0,106.24,1876.0,95.92,62.28,15.37,116.15,461.0,48.895,45.12,6.322,29.78,129.6029952,155.78,376.8,53.49,282.0,742.6,66.46,29.145,13.08,35.96,2.475,170.9,56.57,52.97
2023-09-15,41.94,171.9,10.306,152.78183346,10.562915869983568,138.1,3.4915,109.8,127.22,21.685,29.115,61.46,20.645,102.8,175.32,561.8,165.2,717.9,17.906,32.345,3.6775,7.21,233.45,152.42,410.0,107.48,1903.6,97.51,62.37,15.336,118.15,469.1,49.4,46.25,6.285,29.595,130.51737215999998,157.44,374.8,53.79,284.0,761.2,67.21,29.39,13.02,36.19,2.469,174.08,57.24,53.33
2023-09-18,41.74,169.25,10.116,149.40001494,10.534328817561418,137.18,3.4455,107.44,126.68,21.645,29.2,60.11,20.625,101.68,173.42,557.5,164.15,674.1,17.786,31.4,3.6795,7.156,231.5,151.7,404.4,106.24,1874.4,96.78,61.99,14.974,117.35,459.45,48.645,45.31,6.236,28.965,129.24519551999998,156.92,375.9,53.81,279.8,742.5,66.44,29.065,12.798,35.59,2.43,169.6,56.95,53.63
2023-09-19,39.04,168.45,10.158,149.83637862,10.610560957353814,134.54,3.464,109.74,125.82,22.055,29.31,61.11,20.65,102.1,171.86,553.4,167.05,648.6,18.052,31.04,3.7155,7.314,233.35,151.74,400.35,106.24,1845.6,97.66,63.04,15.3,116.0,456.85,48.93,45.2,6.225,28.845,128.48984064,155.64,377.6,53.56,281.5,736.8,66.84,29.305,12.966,35.21,2.4415,165.46,57.23,53.79
2023-09-20,39.585,168.7,10.37,147.41819655999998,10.729673675779429,136.2,3.523,111.82,125.46,23.1,29.32,62.07,20.755,103.8,175.34,556.6,165.75,663.9,18.616,31.525,3.7215,7.494,231.4,152.04,410.0,107.68,1876.4,100.24,62.29,15.236,116.6,457.6,49.155,45.685,6.275,28.87,128.84764031999998,157.96,377.3,54.08,287.2,736.7,68.21,29.35,13.116,35.79,2.5135,166.8,57.94,53.41
2023-09-21,39.535,166.45,10.316,146.0000146,10.4914482389282,133.68,3.5065,111.62,124.04,23.665,29.295,61.65,20.62,102.5,169.42,552.0,163.5,630.8,18.162,31.445,3.6315,7.492,229.95,148.04,399.7,106.18,1766.6,99.46,61.88,15.016,115.55,453.6,47.77,43.465,6.087,27.365,124.75282175999999,155.0,378.5,53.56,273.8,729.3,67.43,29.145,13.168,35.48,2.493,162.8,56.93,53.32
2023-09-22,39.205,166.3,10.386,145.94546914,10.443803151557955,133.24,3.482,114.48,125.06,23.345,29.21,60.74,20.565,102.1,167.96,555.2,163.75,650.1,18.286,31.395,3.653,7.466,232.15,147.2,398.35,105.34,1793.0,99.27,61.91,15.238,114.1,460.45,47.64,43.085,6.045,28.66,123.12284543999999,154.14,375.9,53.02,273.0,732.3,67.33,28.82,12.332,35.31,2.461,163.8,56.13,53.13
2023-09-25,38.83,162.2,10.314,145.69092365999998,10.262751819551017,132.48,3.45,113.26,124.42,23.115,28.99,60.42,20.195,102.64,165.78,554.7,161.55,646.1,18.068,31.07,3.5885,7.39,229.35,147.14,391.5,104.54,1732.8,97.27,62.13,15.218,113.75,439.55,46.32,42.78,5.975,27.935,122.20846848,155.38,373.8,52.41,272.7,713.3,66.38,28.62,12.374,35.19,2.4595,161.6,56.23,52.22
2023-09-26,38.36,161.0,10.29,144.6363781,10.30563239818424,129.92,3.4345,110.2,120.98,22.56,28.83,60.23,19.996,102.78,163.22,542.6,160.8,649.4,17.982,30.615,3.543,7.37,230.45,147.24,387.55,104.06,1707.0,95.98,61.91,15.178,113.65,429.95,45.68,42.11,5.948,27.575,122.82467903999999,152.92,376.5,52.5,271.1,703.0,65.46,28.645,12.428,34.97,2.426,159.94,56.35,51.31
2023-09-27,37.92,159.45,10.274,144.07274167999998,10.129345574914328,134.2,3.4945,108.88,121.26,22.595,28.45,60.11,19.714,101.68,162.64,548.4,160.05,673.5,17.858,30.765,3.503,7.446,226.95,149.48,386.7,104.42,1696.6,96.78,62.93,15.372,113.3,427.25,45.72,42.28,5.851,27.7,123.242112,155.32,371.6,51.66,272.7,698.7,65.26,28.295,12.42,35.0,2.423,157.62,56.23,50.87
2023-09-28,38.2,158.35,10.378,145.40001454,10.072171470070034,135.58,3.65,108.76,121.48,22.5,28.57,60.47,19.85,100.76,164.16,550.8,163.9,672.1,18.164,31.36,3.498,7.688,228.55,149.86,390.3,105.22,1719.8,97.15,63.62,15.42,113.85,429.45,45.35,42.645,5.788,27.785,125.96536511999999,156.5,374.3,51.45,278.3,706.0,65.89,28.35,12.546,35.57,2.4495,156.86,56.87,50.8
2023-09-29,38.535,157.85,10.412,145.30910544,10.095994013755158,135.66,3.6185,108.94,122.82,22.73,28.52,60.43,19.868,101.48,165.16,559.1,163.7,705.7,18.21,31.355,3.568,7.71,225.7,148.64,393.2,105.02,1729.8,96.38,62.31,15.256,114.65,431.9,45.45,42.95,5.82,27.92,126.20389824,156.98,369.1,52.26,279.7,716.4,65.89,28.18,12.55,35.29,2.44,166.62,56.88,52.51
2023-10-02,37.975,157.0,10.388,142.98183248,9.781536437111532,134.44,3.5725,109.0,122.86,22.055,28.225,59.69,19.926,101.82,163.66,556.4,160.8,705.1,18.1,31.41,3.509,7.692,222.7,146.28,393.7,103.72,1725.8,96.17,61.55,14.9,114.85,429.3,44.865,41.89,5.661,27.865,124.79257728,154.78,368.4,51.57,282.8,714.9,65.61,27.685,12.478,35.41,2.411,164.6,54.71,51.05
2023-10-03,37.93,158.9,10.154,141.96365056,9.426104085329493,133.1,3.555,107.1,122.3,21.675,28.24,58.8,19.68,101.56,162.42,547.1,159.9,694.6,17.806,31.15,3.535,7.732,220.95,144.8,391.85,101.16,1705.6,95.3,61.28,14.728,114.75,421.65,43.88,41.76,5.517,27.13,123.56015615999999,154.66,367.6,51.89,281.2,705.3,64.93,27.305,12.354,34.97,2.386,160.72,54.12,50.59
2023-10-04,37.965,159.7,10.156,142.34546878,9.543311000260301,133.54,3.5225,107.56,122.0,21.545,28.485,58.64,19.674,101.82,163.12,557.5,159.35,700.1,17.726,32.38,3.4555,7.626,219.65,143.76,392.05,101.9,1731.0,95.4,60.09,14.498,116.95,421.45,44.265,41.85,5.557,27.155,122.78492352,153.82,368.6,51.61,283.2,712.5,64.93,27.21,12.436,34.34,2.3625,162.12,54.11,50.14
2023-10-05,38.29,159.95,10.178,142.40001424,9.657659209948891,132.26,3.5505,106.5,122.14,21.835,28.71,59.2,19.822,102.86,163.0,548.4,160.65,707.8,17.822,31.995,3.3645,7.642,220.7,143.22,391.35,101.58,1731.8,94.29,59.77,14.44,118.05,421.45,43.87,41.345,5.554,26.965,122.76504575999999,154.14,369.5,51.91,282.8,720.6,64.42,27.32,12.526,34.5,2.364,156.16,53.52,51.04
2023-10-06,39.06,158.6,10.354,143.49092344,9.662423718685917,134.66,3.6095,106.78,123.56,22.46,28.115,59.98,20.09,102.2,164.06,561.2,162.7,737.9,17.998,32.69,3.3805,7.676,224.3,144.78,394.2,102.32,1756.4,95.71,60.34,14.64,118.3,425.35,44.075,41.82,5.601,27.7,123.52040064,155.58,375.5,51.31,286.2,729.7,63.85,27.97,12.744,35.19,2.4015,159.24,54.47,49.445
2023-10-09,38.44,157.15,10.288,143.90910530000002,9.75771389342641,132.72,3.5125,105.72,122.24,22.14,28.15,59.03,20.32,102.58,163.3,555.1,163.0,702.8,17.998,31.945,3.355,7.422,222.5,145.86,387.05,102.22,1727.8,94.65,61.39,14.972,118.4,419.65,43.44,40.94,5.604,27.465,122.32773504,152.6,373.3,52.71,283.0,710.7,63.45,27.875,12.52,34.89,2.3765,166.1,54.06,49.49
2023-10-10,39.19,160.0,10.574,147.03637834,10.010232856488713,136.82,3.607,108.12,124.16,22.815,28.705,59.83,20.48,102.68,166.0,572.1,165.3,732.1,18.556,32.93,3.44,7.65,225.25,150.4,397.75,104.12,1777.6,97.52,61.89,15.15,120.7,434.1,44.76,42.295,5.711,28.405,124.83233279999999,156.7,376.9,54.12,291.3,733.5,64.61,28.32,12.784,35.49,2.425,169.86,55.14,50.63
2023-10-11,39.04,160.3,10.68,148.4545603,10.134110083651352,138.24,3.6105,109.28,124.84,22.95,28.87,60.24,20.55,103.32,166.52,567.1,162.4,745.3,18.938,32.71,3.4475,7.782,226.95,152.06,396.8,105.5,1751.0,98.5,61.69,15.086,121.3,427.95,44.855,42.5,5.781,28.755,125.54793215999999,157.26,378.8,54.65,291.6,686.1,64.85,28.56,12.862,34.62,2.443,169.66,55.04,51.33
